method,N,seed,estimate
importance,4096,37,0.33211243591819889
missing_half,4096,37,0.041232340478168344
uniform,4096,38,0.3363249565386352
importance,4096,38,0.33439237942309558
missing_half,4096,38,0.0420406195673294
uniform,4096,39,0.33386825772842327
importance,4096,39,0.33482205075409888
missing_half,4096,39,0.041733532216052908
uniform,4096,40,0.33776196137427833
importance,4096,40,0.33464372923007135
missing_half,4096,40,0.042220245171784791
uniform,4096,41,0.33486622719180126
importance,4096,41,0.33413329836201483
missing_half,4096,41,0.041858278398975157
uniform,4096,42,0.33308330501465694
importance,4096,42,0.33309377528744383
missing_half,4096,42,0.041635413126832117
uniform,4096,43,0.34145953008709651
importance,4096,43,0.33605218115820024
missing_half,4096,43,0.042682441260887063
uniform,4096,44,0.33698080054604646
importance,4096,44,0.33414048220468934
missing_half,4096,44,0.042122600068255807
uniform,4096,45,0.32650286482852431
importance,4096,45,0.33008351556468701
missing_half,4096,45,0.040812858103565539
uniform,4096,46,0.33938189064871777
importance,4096,46,0.33565932434851997
missing_half,4096,46,0.042422736331089721
uniform,4096,47,0.33998955359934713
importance,4096,47,0.3356315672375017
missing_half,4096,47,0.042498694199918391
uniform,4096,48,0.33046060096126728
importance,4096,48,0.33271582883509887
missing_half,4096,48,0.04130757512015841
uniform,4096,49,0.32907095885807591
importance,4096,49,0.33096747405451349
missing_half,4096,49,0.041133869857259489
uniform,4096,50,0.33897896195788452
importance,4096,50,0.33526718728494048
missing_half,4096,50,0.042372370244735565
uniform,4096,51,0.32934909821846492
importance,4096,51,0.33082222063876904
missing_half,4096,51,0.041168637277308115
uniform,4096,52,0.33691975586613082
importance,4096,52,0.33628046516205651
missing_half,4096,52,0.042114969483266353
uniform,4096,53,0.33234364361040553
importance,4096,53,0.33376632905490577
missing_half,4096,53,0.041542955451300691
uniform,4096,54,0.33750715691893268
importance,4096,54,0.33384370656309259
missing_half,4096,54,0.042188394614866585
uniform,4096,55,0.33262751143861968
importance,4096,55,0.33376658128881614
missing_half,4096,55,0.04157843892982746
uniform,4096,56,0.33613350660482239
importance,4096,56,0.33404994426114532
missing_half,4096,56,0.042016688325602798
uniform,4096,57,0.33805005316724546
importance,4096,57,0.33532794943202421
missing_half,4096,57,0.042256256645905682
uniform,4096,58,0.33595103771394735
importance,4096,58,0.33469665299030033
missing_half,4096,58,0.041993879714243419
uniform,4096,59,0.33530671772078907
importance,4096,59,0.33503373313104445
missing_half,4096,59,0.041913339715098634
uniform,4096,60,0.33201938085348198
importance,4096,60,0.33308676507781243
missing_half,4096,60,0.041502422606685248
uniform,4096,61,0.32811919231239151
importance,4096,61,0.33147380188794529
missing_half,4096,61,0.041014899039048938
uniform,4096,62,0.33449433755907759
importance,4096,62,0.33443023729245658
missing_half,4096,62,0.041811792194884699
uniform,4096,63,0.34291428965522031
importance,4096,63,0.33732654373692644
missing_half,4096,63,0.042864286206902538
uniform,4096,64,0.33508272754223412
importance,4096,64,0.33411152664189764
missing_half,4096,64,0.041885340942779264
uniform,4096,65,0.32638543703665218
importance,4096,65,0.33080772626542876
missing_half,4096,65,0.040798179629581523
uniform,4096,66,0.33022668357793517
importance,4096,66,0.33130154244250815
missing_half,4096,66,0.041278335447241896
uniform,4096,67,0.32896990528188569
importance,4096,67,0.33261243914762145
missing_half,4096,67,0.041121238160235711
uniform,4096,68,0.3356611533319146
importance,4096,68,0.3342606594500192
missing_half,4096,68,0.041957644166489325
uniform,4096,69,0.32646316821968285
importance,4096,69,0.33062590759961352
missing_half,4096,69,0.040807896027460357
uniform,4096,70,0.34072667592213246
importance,4096,70,0.33437997036424294
missing_half,4096,70,0.042590834490266558
uniform,4096,71,0.33263585974669613
importance,4096,71,0.33248686604848077
missing_half,4096,71,0.041579482468337016
uniform,4096,72,0.33816917987326783
importance,4096,72,0.33589041152341553
missing_half,4096,72,0.042271147484158479
uniform,4096,73,0.33611901484659817
importance,4096,73,0.33443631910998772
missing_half,4096,73,0.042014876855824772
uniform,4096,74,0.3351580534806225
importance,4096,74,0.33397134983206839
missing_half,4096,74,0.041894756685077812
uniform,4096,75,0.33364064361438589
importance,4096,75,0.33225476762801065
missing_half,4096,75,0.041705080451798236
uniform,4096,76,0.32557239735658294
importance,4096,76,0.32943823057571192
missing_half,4096,76,0.040696549669572868
uniform,4096,77,0.33260405068285426
importance,4096,77,0.33283518521126071
missing_half,4096,77,0.041575506335356782
uniform,4096,78,0.33153972559152961
importance,4096,78,0.33325158815841455
missing_half,4096,78,0.041442465698941201
uniform,4096,79,0.33542146861564737
importance,4096,79,0.333712656580616
missing_half,4096,79,0.041927683576955921
uniform,4096,80,0.3414670175153301
importance,4096,80,0.33593758205003299
missing_half,4096,80,0.042683377189416262
uniform,4096,81,0.32433834449364046
importance,4096,81,0.32928038242153429
missing_half,4096,81,0.040542293061705058
uniform,4096,82,0.33209511884548137
importance,4096,82,0.33356197367426066
missing_half,4096,82,0.041511889855685172
uniform,4096,83,0.32731293368890529
importance,4096,83,0.33230952853214152
missing_half,4096,83,0.040914116711113162
uniform,4096,84,0.32841978350364998
importance,4096,84,0.33152074919781105
missing_half,4096,84,0.041052472937956247
uniform,4096,85,0.33555628201506943
importance,4096,85,0.33423717742079195
missing_half,4096,85,0.041944535251883679
uniform,4096,86,0.33246256618275155
importance,4096,86,0.33208388057387817
missing_half,4096,86,0.041557820772843944
uniform,4096,87,0.33649081384542462
importance,4096,87,0.33486070289957842
missing_half,4096,87,0.042061351730678077
uniform,4096,88,0.33741643185195946
importance,4096,88,0.33329345664299959
missing_half,4096,88,0.042177053981494933
uniform,4096,89,0.33659828130420621
importance,4096,89,0.33391435765654554
missing_half,4096,89,0.042074785163025777
uniform,4096,90,0.33418695581236135
importance,4096,90,0.33476120124028419
missing_half,4096,90,0.041773369476545169
uniform,4096,91,0.33524568233036905
importance,4096,91,0.33346705109542601
missing_half,4096,91,0.041905710291296132
uniform,4096,92,0.33361424066567141
importance,4096,92,0.33429085644616269
missing_half,4096,92,0.041701780083208927
uniform,4096,93,0.32614312598782585
importance,4096,93,0.32997649614910829
missing_half,4096,93,0.040767890748478232
uniform,4096,94,0.33000315729383822
importance,4096,94,0.33185994722494072
missing_half,4096,94,0.041250394661729778
uniform,4096,95,0.33401883083748607
importance,4096,95,0.33309490958189664
missing_half,4096,95,0.041752353854685759
uniform,4096,96,0.34207720162752725
importance,4096,96,0.33637740619672829
missing_half,4096,96,0.042759650203440906
uniform,4096,97,0.3417173152695353
importance,4096,97,0.33718622416860267
missing_half,4096,97,0.042714664408691913
uniform,4096,98,0.33456609858972802
importance,4096,98,0.33414861877346552
missing_half,4096,98,0.041820762323716003
uniform,4096,99,0.33430887491331535
importance,4096,99,0.33340190839388334
missing_half,4096,99,0.041788609364164418
uniform,4096,100,0.32424467469822921
importance,4096,100,0.32893765516260759
missing_half,4096,100,0.040530584337278651
uniform,4096,101,0.33783250747537164
importance,4096,101,0.33463963190268997
missing_half,4096,101,0.042229063434421454
uniform,4096,102,0.33900990897866523
importance,4096,102,0.33532418675012449
missing_half,4096,102,0.042376238622333154
uniform,4096,103,0.33447304327240773
importance,4096,103,0.3347891704158632
missing_half,4096,103,0.041809130409050967
uniform,4096,104,0.32399744697173838
importance,4096,104,0.33061388336541331
missing_half,4096,104,0.040499680871467297
uniform,4096,105,0.33859592696034457
importance,4096,105,0.33539277085600872
missing_half,4096,105,0.042324490870043072
uniform,4096,106,0.34160090641474156
importance,4096,106,0.33593163079596705
missing_half,4096,106,0.042700113301842695
uniform,4096,107,0.33737781916808463
importance,4096,107,0.33404941866700555
missing_half,4096,107,0.042172227396010578
uniform,4096,108,0.33352449734334111
importance,4096,108,0.33400847567179709
missing_half,4096,108,0.041690562167917639
uniform,4096,109,0.33812426693591946
importance,4096,109,0.33515671559756072
missing_half,4096,109,0.042265533366989932
uniform,4096,110,0.33505135559085963
importance,4096,110,0.33300617747587663
missing_half,4096,110,0.041881419448857454
uniform,4096,111,0.33541636636005256
importance,4096,111,0.33393686710016302
missing_half,4096,111,0.041927045795006571
uniform,4096,112,0.32424801375221129
importance,4096,112,0.33054037114960721
missing_half,4096,112,0.040531001719026412
uniform,4096,113,0.33352214146890979
importance,4096,113,0.33370980305511805
missing_half,4096,113,0.041690267683613724
uniform,4096,114,0.33005432376302557
importance,4096,114,0.33186647608253111
missing_half,4096,114,0.041256790470378196
uniform,4096,115,0.33332837038476293
importance,4096,115,0.33170255078484928
missing_half,4096,115,0.041666046298095366
uniform,4096,116,0.33076499943884397
importance,4096,116,0.33348913382267481
missing_half,4096,116,0.041345624929855496
uniform,4096,117,0.33421839662566494
importance,4096,117,0.33397615676971781
missing_half,4096,117,0.041777299578208117
uniform,4096,118,0.3279107681910659
importance,4096,118,0.33157358940850096
missing_half,4096,118,0.040988846023883238
uniform,4096,119,0.33342186394911483
importance,4096,119,0.3325697402536496
missing_half,4096,119,0.041677732993639353
uniform,4096,120,0.34041931065818026
importance,4096,120,0.33589723967824014
missing_half,4096,120,0.042552413832272533
uniform,4096,121,0.33373585903263991
importance,4096,121,0.33288024246344411
missing_half,4096,121,0.041716982379079989
uniform,4096,122,0.33393654047543325
importance,4096,122,0.33367271395370585
missing_half,4096,122,0.041742067559429157
uniform,4096,123,0.33551368420841482
importance,4096,123,0.33440010437492063
missing_half,4096,123,0.041939210526051852
uniform,4096,124,0.33569784682608472
importance,4096,124,0.33431588462205258
missing_half,4096,124,0.04196223085326059
uniform,4096,125,0.33565051172879362
importance,4096,125,0.33483271892361144
missing_half,4096,125,0.041956313966099203
uniform,4096,126,0.32653729620105404
importance,4096,126,0.33076134977235327
missing_half,4096,126,0.040817162025131755
uniform,4096,127,0.33016151008625533
importance,4096,127,0.33100953317470777
missing_half,4096,127,0.041270188760781916
uniform,4096,128,0.33746974054383394
importance,4096,128,0.33322919127982181
missing_half,4096,128,0.042183717567979243
uniform,4096,129,0.32472142160857143
importance,4096,129,0.32970760643852126
missing_half,4096,129,0.040590177701071428
uniform,4096,130,0.33604854914789151
importance,4096,130,0.33403996447224471
missing_half,4096,130,0.042006068643486438
uniform,4096,131,0.33268335465409138
importance,4096,131,0.33422505205751768
missing_half,4096,131,0.041585419331761422
uniform,4096,132,0.33828706899936767
importance,4096,132,0.33552441738588618
missing_half,4096,132,0.042285883624920959
uniform,4096,133,0.327628930094995
importance,4096,133,0.32969536659502119
missing_half,4096,133,0.040953616261874375
uniform,4096,134,0.33503820973288451
importance,4096,134,0.33393920440556391
missing_half,4096,134,0.041879776216610563
uniform,4096,135,0.33344157707764238
importance,4096,135,0.33309464213273754
missing_half,4096,135,0.041680197134705298
uniform,4096,136,0.32705002951158402
importance,4096,136,0.32985267095664578
missing_half,4096,136,0.040881253688948002
uniform,4096,137,0.33819201945369792
importance,4096,137,0.33573320609099455
missing_half,4096,137,0.04227400243171224
uniform,4096,138,0.33446713060146444
importance,4096,138,0.33343879458561204
missing_half,4096,138,0.041808391325183054
uniform,4096,139,0.33059414762871064
importance,4096,139,0.33261365065775161
missing_half,4096,139,0.04132426845358883
uniform,4096,140,0.33145152511931303
importance,4096,140,0.33345211793742402
missing_half,4096,140,0.041431440639914129
uniform,4096,141,0.33441461737136502
importance,4096,141,0.33355941857840848
missing_half,4096,141,0.041801827171420627
uniform,4096,142,0.34294718487356834
importance,4096,142,0.33637131256312308
missing_half,4096,142,0.042868398109196043
uniform,4096,143,0.33789124136630722
importance,4096,143,0.33558105903063917
missing_half,4096,143,0.042236405170788402
uniform,4096,144,0.32973237949004808
importance,4096,144,0.3330956766754799
missing_half,4096,144,0.04121654743625601
uniform,4096,145,0.32332409781172988
importance,4096,145,0.32851292951031125
missing_half,4096,145,0.040415512226466235
uniform,4096,146,0.33085294835241663
importance,4096,146,0.3341059433220403
missing_half,4096,146,0.041356618544052079
uniform,4096,147,0.33061690024463714
importance,4096,147,0.33208111851760225
missing_half,4096,147,0.041327112530579642
uniform,4096,148,0.33163087055408813
importance,4096,148,0.33277672916991224
missing_half,4096,148,0.041453858819261016
uniform,4096,149,0.33790528230606359
importance,4096,149,0.33606956755202771
missing_half,4096,149,0.042238160288257949
uniform,4096,150,0.32769796630827291
importance,4096,150,0.33141796225696168
missing_half,4096,150,0.040962245788534114
uniform,4096,151,0.33940516810637356
importance,4096,151,0.33618971898760391
missing_half,4096,151,0.042425646013296694
uniform,4096,152,0.33005092575341199
importance,4096,152,0.33137503594647594
missing_half,4096,152,0.041256365719176499
uniform,4096,153,0.33712468663598738
importance,4096,153,0.33372807449084585
missing_half,4096,153,0.042140585829498423
uniform,4096,154,0.3330028957741174
importance,4096,154,0.33264669756398502
missing_half,4096,154,0.041625361971764675
uniform,4096,155,0.32738157203987478
importance,4096,155,0.33124372404499697
missing_half,4096,155,0.040922696504984347
uniform,4096,156,0.32800108026284708
importance,4096,156,0.33049584784896596
missing_half,4096,156,0.041000135032855885
uniform,4096,157,0.33083392265063155
importance,4096,157,0.33049739999922551
missing_half,4096,157,0.041354240331328944
uniform,4096,158,0.33171189199896289
importance,4096,158,0.3319194627429608
missing_half,4096,158,0.041463986499870362
uniform,4096,159,0.33183187029440731
importance,4096,159,0.33210890218753636
missing_half,4096,159,0.041478983786800913
uniform,4096,160,0.33253758372700254
importance,4096,160,0.33420953709766493
missing_half,4096,160,0.041567197965875317
uniform,4096,161,0.33559710314084013
importance,4096,161,0.33418269907752934
missing_half,4096,161,0.041949637892605016
uniform,4096,162,0.34040165218578305
importance,4096,162,0.33665951083944445
missing_half,4096,162,0.042550206523222882
uniform,4096,163,0.32674730514723616
importance,4096,163,0.33192019906979287
missing_half,4096,163,0.040843413143404519
uniform,4096,164,0.33251645176496525
importance,4096,164,0.3323920026613989
missing_half,4096,164,0.041564556470620656
uniform,4096,165,0.33572048017986039
importance,4096,165,0.33369957062184363
missing_half,4096,165,0.041965060022482549
uniform,4096,166,0.33637772718161502
importance,4096,166,0.33350117675876961
missing_half,4096,166,0.042047215897701877
uniform,4096,167,0.33280072688194545
importance,4096,167,0.33420620799076961
missing_half,4096,167,0.041600090860243182
uniform,4096,168,0.34064792316065984
importance,4096,168,0.33624181243492224
missing_half,4096,168,0.04258099039508248
uniform,4096,169,0.33617421971182032
importance,4096,169,0.33390645075816322
missing_half,4096,169,0.04202177746397754
uniform,4096,170,0.33525718466751625
importance,4096,170,0.33371525200479474
missing_half,4096,170,0.041907148083439531
uniform,4096,171,0.33205050312936474
importance,4096,171,0.33169027035857929
missing_half,4096,171,0.041506312891170592
uniform,4096,172,0.32842634406395516
importance,4096,172,0.33205029345038439
missing_half,4096,172,0.041053293007994394
uniform,4096,173,0.3375996425556575
importance,4096,173,0.33436962198569564
missing_half,4096,173,0.042199955319457187
uniform,4096,174,0.33225240516010529
importance,4096,174,0.33291735335016776
missing_half,4096,174,0.041531550645013161
uniform,4096,175,0.33448414460532067
importance,4096,175,0.33234957618782618
missing_half,4096,175,0.041810518075665083
uniform,4096,176,0.34254488512139553
importance,4096,176,0.33562893204456834
missing_half,4096,176,0.042818110640174441
uniform,4096,177,0.327242993984733
importance,4096,177,0.33066243265678025
missing_half,4096,177,0.040905374248091625
uniform,4096,178,0.33954112712414275
importance,4096,178,0.33498451285942898
missing_half,4096,178,0.042442640890517844
uniform,4096,179,0.33207061924789189
importance,4096,179,0.33163377566980995
missing_half,4096,179,0.041508827405986486
uniform,4096,180,0.33824511452585804
importance,4096,180,0.33502399165182023
missing_half,4096,180,0.042280639315732255
uniform,4096,181,0.34115176411287296
importance,4096,181,0.33590603991982682
missing_half,4096,181,0.04264397051410912
uniform,4096,182,0.33999852415658988
importance,4096,182,0.33527807248791214
missing_half,4096,182,0.042499815519573735
uniform,4096,183,0.33637153143576815
importance,4096,183,0.33349282540338648
missing_half,4096,183,0.042046441429471018
uniform,4096,184,0.34239335387186515
importance,4096,184,0.33661878488263108
missing_half,4096,184,0.042799169233983143
uniform,4096,185,0.33072016071105509
importance,4096,185,0.33126712661200119
missing_half,4096,185,0.041340020088881886
uniform,4096,186,0.33091194187770778
importance,4096,186,0.33172180218433156
missing_half,4096,186,0.041363992734713473
uniform,4096,187,0.32654245766229389
importance,4096,187,0.33142336041047393
missing_half,4096,187,0.040817807207786737
uniform,4096,188,0.34019852397642525
importance,4096,188,0.33570693064874213
missing_half,4096,188,0.042524815497053156
uniform,4096,189,0.33249303268983721
importance,4096,189,0.33379760046647389
missing_half,4096,189,0.041561629086229651
uniform,4096,190,0.32978890474618044
importance,4096,190,0.33250844389845591
missing_half,4096,190,0.041223613093272556
uniform,4096,191,0.32914854713501196
importance,4096,191,0.33227920851122816
missing_half,4096,191,0.041143568391876495
uniform,4096,192,0.33876296220621077
importance,4096,192,0.33378499508098874
missing_half,4096,192,0.042345370275776346
uniform,4096,193,0.33208929834188344
importance,4096,193,0.33349278097434065
missing_half,4096,193,0.04151116229273543
uniform,4096,194,0.33437287078921507
importance,4096,194,0.33428083824428001
missing_half,4096,194,0.041796608848651884
uniform,4096,195,0.33343109665821385
importance,4096,195,0.33291155211937473
missing_half,4096,195,0.041678887082276732
uniform,4096,196,0.33681940871545846
importance,4096,196,0.33499789195353863
missing_half,4096,196,0.042102426089432307
uniform,4096,197,0.33607932649059757
importance,4096,197,0.33505631259984087
missing_half,4096,197,0.042009915811324697
uniform,4096,198,0.32897388059045535
importance,4096,198,0.33129360982552375
missing_half,4096,198,0.041121735073806918
uniform,4096,199,0.32683349006550738
importance,4096,199,0.33128374284773499
missing_half,4096,199,0.040854186258188423
uniform,4096,200,0.33924858205341696
importance,4096,200,0.335344096111927
missing_half,4096,200,0.04240607275667712
uniform,4096,201,0.33518143763426311
importance,4096,201,0.33541324790774657
missing_half,4096,201,0.041897679704282889
uniform,4096,202,0.33515850593156704
importance,4096,202,0.3335132147812343
missing_half,4096,202,0.04189481324144588
uniform,4096,203,0.33853908970033797
importance,4096,203,0.33538872183524737
missing_half,4096,203,0.042317386212542246
uniform,4096,204,0.32539559058693523
importance,4096,204,0.33158370889285133
missing_half,4096,204,0.040674448823366904
uniform,4096,205,0.34647389746175872
importance,4096,205,0.33857525343430966
missing_half,4096,205,0.04330923718271984
uniform,4096,206,0.33492898042040703
importance,4096,206,0.33379100193558703
missing_half,4096,206,0.041866122552550879
uniform,4096,207,0.33556183126886108
importance,4096,207,0.33435067449679473
missing_half,4096,207,0.041945228908607635
uniform,4096,208,0.33096731959316533
importance,4096,208,0.33233397747546672
missing_half,4096,208,0.041370914949145667
uniform,4096,209,0.32869146856390058
importance,4096,209,0.3320610324758918
missing_half,4096,209,0.041086433570487572
uniform,4096,210,0.338473272629493
importance,4096,210,0.33479806308335647
missing_half,4096,210,0.042309159078686626
uniform,4096,211,0.33232291045643569
importance,4096,211,0.33331613027463136
missing_half,4096,211,0.041540363807054462
uniform,4096,212,0.33100042416014552
importance,4096,212,0.33389922736413075
missing_half,4096,212,0.04137505302001819
uniform,4096,213,0.32640502803520799
importance,4096,213,0.3310451030471544
missing_half,4096,213,0.040800628504400999
uniform,4096,214,0.32981983706384915
importance,4096,214,0.3329220134791826
missing_half,4096,214,0.041227479632981144
uniform,4096,215,0.3394757891868127
importance,4096,215,0.33553826371845569
missing_half,4096,215,0.042434473648351588
uniform,4096,216,0.33994005336586897
importance,4096,216,0.33539665227238702
missing_half,4096,216,0.042492506670733621
uniform,4096,217,0.33435667287157939
importance,4096,217,0.33212173698044389
missing_half,4096,217,0.041794584108947423
uniform,4096,218,0.33504836917122766
importance,4096,218,0.33365289068052428
missing_half,4096,218,0.041881046146403457
uniform,4096,219,0.3302951090821743
importance,4096,219,0.33249325584699624
missing_half,4096,219,0.041286888635271787
uniform,4096,220,0.33756234830891696
importance,4096,220,0.3348928601708509
missing_half,4096,220,0.04219529353861462
uniform,4096,221,0.34747867696576146
importance,4096,221,0.33863076213966792
missing_half,4096,221,0.043434834620720182
uniform,4096,222,0.32578726584496798
importance,4096,222,0.3303932338818607
missing_half,4096,222,0.040723408230620997
uniform,4096,223,0.32897180080841421
importance,4096,223,0.33130496136046589
missing_half,4096,223,0.041121475101051776
uniform,4096,224,0.33190584717463556
importance,4096,224,0.33250030679374798
missing_half,4096,224,0.041488230896829445
uniform,4096,225,0.34677784314360088
importance,4096,225,0.33797737818824625
missing_half,4096,225,0.04334723039295011
uniform,4096,226,0.33721081413507376
importance,4096,226,0.33262121585458887
missing_half,4096,226,0.042151351766884219
uniform,4096,227,0.33129219592682269
importance,4096,227,0.33322142102193386
missing_half,4096,227,0.041411524490852836
uniform,4096,228,0.33203647857513013
importance,4096,228,0.33352046591763707
missing_half,4096,228,0.041504559821891267
uniform,4096,229,0.33271634177198134
importance,4096,229,0.33303682550865371
missing_half,4096,229,0.041589542721497667
uniform,4096,230,0.3321487036748319
importance,4096,230,0.33248945331124086
missing_half,4096,230,0.041518587959353988
uniform,4096,231,0.33748492815276188
importance,4096,231,0.33598596691911026
missing_half,4096,231,0.042185616019095235
uniform,4096,232,0.33975737974266929
importance,4096,232,0.3356783765441021
missing_half,4096,232,0.042469672467833661
uniform,4096,233,0.34315466027927566
importance,4096,233,0.33746553987541072
missing_half,4096,233,0.042894332534909457
uniform,4096,234,0.33257445572592775
importance,4096,234,0.33352095634668216
missing_half,4096,234,0.041571806965740969
uniform,4096,235,0.33839306797422514
importance,4096,235,0.33482910870920768
missing_half,4096,235,0.042299133496778142
uniform,4096,236,0.3261153428081936
importance,4096,236,0.33084825344453156
missing_half,4096,236,0.0407644178510242
uniform,4096,237,0.32992632226701596
importance,4096,237,0.33191214297199634
missing_half,4096,237,0.041240790283376995
uniform,4096,238,0.3383498870643693
importance,4096,238,0.33401877516647011
missing_half,4096,238,0.042293735883046163
uniform,4096,239,0.3273688549937222
importance,4096,239,0.33102777040461678
missing_half,4096,239,0.040921106874215275
uniform,4096,240,0.33639858815169221
importance,4096,240,0.33421074518095162
missing_half,4096,240,0.042049823518961527
uniform,4096,241,0.33431911412149651
importance,4096,241,0.3335033259047086
missing_half,4096,241,0.041789889265187063
uniform,4096,242,0.33458693756513241
importance,4096,242,0.33312838286343027
missing_half,4096,242,0.041823367195641552
uniform,4096,243,0.33722950720188971
importance,4096,243,0.33559736164754445
missing_half,4096,243,0.042153688400236214
uniform,4096,244,0.32181719683986243
importance,4096,244,0.32809986860713497
missing_half,4096,244,0.040227149604982804
uniform,4096,245,0.33371215567861445
importance,4096,245,0.33424038418271035
missing_half,4096,245,0.041714019459826807
uniform,4096,246,0.34343221188854295
importance,4096,246,0.33774316549507483
missing_half,4096,246,0.042929026486067869
uniform,4096,247,0.33271106646728227
importance,4096,247,0.33360157435067306
missing_half,4096,247,0.041588883308410284
uniform,4096,248,0.3309375802959254
importance,4096,248,0.3326793374011045
missing_half,4096,248,0.041367197536990676
uniform,4096,249,0.3269714221624947
importance,4096,249,0.33042065350566968
missing_half,4096,249,0.040871427770311837
uniform,4096,250,0.33007555548016665
importance,4096,250,0.33287090591134588
missing_half,4096,250,0.041259444435020831
uniform,4096,251,0.33022660575521057
importance,4096,251,0.33103973810161413
missing_half,4096,251,0.041278325719401321
uniform,4096,252,0.32865290473346648
importance,4096,252,0.33172588585071894
missing_half,4096,252,0.04108161309168331
uniform,4096,253,0.33625654522216714
importance,4096,253,0.3360285382913526
missing_half,4096,253,0.042032068152770892
uniform,4096,254,0.32279544623454726
importance,4096,254,0.32907415205518548
missing_half,4096,254,0.040349430779318407
uniform,4096,255,0.3359161684355968
importance,4096,255,0.33581666587871123
missing_half,4096,255,0.041989521054449599
uniform,4096,256,0.3281048402192655
importance,4096,256,0.33103221316687559
missing_half,4096,256,0.041013105027408188
